ano,periodo,Centro,Faculdade/ Escola,curso,nivel,QTD-ingressante
1991,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,3
1992,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,115
1993,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,125
1993,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,1
1994,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,110
1994,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,14
1995,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,124
1996,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,121
1996,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,1
1997,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,113
1997,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,2
2001,2,,,Matemática,Doutorado,2
1998,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,113
2001,2,,,Matemática,Mestrado,6
1999,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,86
2001,2,,,Medicina (Doenças Infecciosas e Parasitárias),Doutorado,2
2001,2,,,Medicina (Radiologia),Doutorado,3
2001,2,,,Medicina (Radiologia),Mestrado,12
2001,2,,,Medicina - Dermatologia,Doutorado,3
2000,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,133
2001,2,,,Música,Mestrado,14
2000,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,2
2001,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,54
2001,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,4
2002,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,124
2001,2,,,Nefrologia         ,Mestrado,2
2002,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,1
2001,2,,,Odontologia ,Doutorado,3
2003,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,117
2003,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,1
2004,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,114
2004,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,4
2005,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,92
2005,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,2
2001,2,,,Planejamento Energético,Doutorado,1
2001,2,,,Planejamento Urbano e Regional,Doutorado,11
2001,2,,,Planejamento Urbano e Regional,Mestrado,25
2006,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,87
2001,2,,,Química Biológica,Doutorado,15
2001,2,,,Química Biológica,Mestrado,14
2001,2,,,Química de Produtos Naturais,Mestrado,2
2001,2,,,Química Inorgânica ,Doutorado,2
2001,2,,,QuÍmica Inorgânica             ,Mestrado,2
2001,2,,,Química Orgânica ,Doutorado,4
2001,2,,,Química Orgânica    ,Mestrado,3
2006,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,5
2001,2,,,Tecnologia de Processos Químic e Bioquímicos,Doutorado,6
2001,2,,,Tecnologia de Processos Químic e Bioquímicos,Mestrado,21
2001,2,,,Teoria Psicanalítica,Doutorado,5
2001,3,,,Engenharia Civil,Doutorado,11
2001,3,,,Engenharia de Produção,Doutorado,1
2001,3,,,Engenharia de Produção,Mestrado,1
2001,3,,,Engenharia de Sistemas e Computação,Doutorado,4
2001,3,,,Engenharia de Transportes,Doutorado,4
2001,3,,,Engenharia Elétrica,Doutorado,6
2001,3,,,Engenharia Elétrica,Mestrado,1
2001,3,,,Engenharia Mecânica,Mestrado,1
2001,3,,,Engenharia Metalúrgica e de Materiais,Doutorado,2
2001,3,,,Engenharia Metalúrgica e de Materiais,Mestrado,10
2001,3,,,Engenharia Oceânica,Doutorado,1
2001,3,,,Engenharia Oceânica,Mestrado,1
2001,3,,,Engenharia Química,Mestrado,5
2001,4,,,Engenharia Civil,Doutorado,6
2001,4,,,Engenharia de Sistemas e Computação,Doutorado,3
2001,4,,,Engenharia de Transportes,Doutorado,1
2001,4,,,Engenharia Elétrica,Doutorado,2
2001,4,,,Engenharia Elétrica,Mestrado,2
2001,4,,,Engenharia Mecânica,Doutorado,4
2001,4,,,Engenharia Mecânica,Mestrado,1
2001,4,,,Engenharia Metalúrgica e de Materiais,Doutorado,2
2001,4,,,Engenharia Metalúrgica e de Materiais,Mestrado,1
2001,4,,,Engenharia Nuclear,Doutorado,3
2001,5,,,Engenharia de Produção,Doutorado,1
2002,1,,,Administracao ,Mestrado,3
2002,1,,,Administração,Doutorado,5
2007,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,90
2002,1,,,Administração,Mestrado,42
2002,1,,,Antropologia Social,Doutorado,19
2002,1,,,Antropologia Social,Mestrado,12
2002,1,,,Arquitetura,Mestrado,49
2007,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,1
2008,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,75
2008,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,1
2002,1,,,Artes Visuais,Doutorado,9
2002,1,,,Artes Visuais,Mestrado,14
2009,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,36
2009,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,3
2010,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,32
2011,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,39
2011,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,2
2012,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,40
2013,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,39
2013,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,2
2014,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,41
2015,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,41
2016,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,40
2016,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,1
2017,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,42
2017,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,4
2018,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,43
2002,1,,,Bioquímica,Doutorado,8
2002,1,,,Bioquímica,Mestrado,3
2002,1,,,Biotecnologia Vegetal,Doutorado,6
2002,1,,,Biotecnologia Vegetal,Mestrado,13
2002,1,,,Ciênc. Biol.- Farm. e Terap. Exp.,Doutorado,1
2002,1,,,Ciênc. Biol.- Farm. e Terap. Exp. ,Mestrado,4
2002,1,,,Ciência de Alimentos,Doutorado,4
2002,1,,,Ciência de Alimentos,Mestrado,11
2002,1,,,Ciência e Tecnologia de Polímeros,Doutorado,9
2002,1,,,Ciência e Tecnologia de Polímeros,Mestrado,9
2002,1,,,Ciência Política,Mestrado,22
2002,1,,,Ciências (Microbiologia),Doutorado,12
2002,1,,,Ciências (Microbiologia),Mestrado,12
2019,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,42
2019,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,1
2002,1,,,Ciências Biológicas (Biofísica),Doutorado,22
2002,1,,,Ciências Biológicas (Biofísica),Mestrado,15
2002,1,,,Ciências Biológicas (Botânica),Mestrado,8
2002,1,,,Ciências Biológicas (Fisiologia),Doutorado,12
2002,1,,,Ciências Biológicas (Fisiologia),Mestrado,5
2002,1,,,Ciências Biológicas (Genética),Doutorado,4
2002,1,,,Ciências Biológicas (Genética),Mestrado,6
2002,1,,,Ciências Biológicas (Zoologia),Doutorado,10
2002,1,,,Ciências Biológicas (Zoologia),Mestrado,12
2020,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,40
1998,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física - Habilitação: Física Médica,Graduação,1
2002,1,,,Ciências Biológicas - Zoologia,Mestrado,1
1999,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física - Habilitação: Física Médica,Graduação,1
2002,1,,,Ciências Contábeis,Mestrado,13
2000,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física - Habilitação: Física Médica,Graduação,1
2002,1,,,Ciências Farmacêuticas,Mestrado,13
2002,1,,,Ciências Morfológicas,Doutorado,5
2002,1,,,Ciências Morfológicas,Mestrado,22
2001,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física - Habilitação: Física Médica,Graduação,3
2002,1,,,Clínica Médica,Doutorado,8
2002,1,,,Clínica Médica,Mestrado,20
2002,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física - Habilitação: Física Médica,Graduação,5
2002,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física - Habilitação: Física Médica,Graduação,1
2002,1,,,Comunicação,Doutorado,18
2002,1,,,Comunicação,Mestrado,23
2003,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física - Habilitação: Física Médica,Graduação,5
2003,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física - Habilitação: Física Médica,Graduação,1
2004,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física - Habilitação: Física Médica,Graduação,3
2005,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física - Habilitação: Física Médica,Graduação,3
2005,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física - Habilitação: Física Médica,Graduação,1
2006,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física - Habilitação: Física Médica,Graduação,1
2002,1,,,Ecologia,Doutorado,5
2002,1,,,Ecologia,Mestrado,12
2002,1,,,Economia                       ,Mestrado,2
2002,1,,,Economia da Indústria e da Tecnologia,Doutorado,8
2002,1,,,Economia da Indústria e da Tecnologia,Mestrado,14
2002,1,,,Educação,Doutorado,6
2002,1,,,Educação,Mestrado,25
2008,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física - Habilitação: Física Médica,Graduação,1
2002,1,,,EMBA Gestão Empresarial,Especialização,1
2002,1,Centro de Ciências da Saúde (CCS),Escola de Enfermagem Anna Nery ,Enfermagem,Doutorado,13
2002,1,Centro de Ciências da Saúde (CCS),Escola de Enfermagem Anna Nery ,Enfermagem,Mestrado,6
2009,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física - Habilitação: Física Médica,Graduação,1
2010,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física Médica,Graduação,2
2002,1,,,Engenharia Biomédica,Doutorado,7
2002,1,,,Engenharia Biomédica,Mestrado,22
2002,1,,,Engenharia Civil,Doutorado,26
2011,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física Médica,Graduação,18
2002,1,,,Engenharia Civil,Mestrado,86
2012,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física Médica,Graduação,21
2002,1,,,Engenharia de Produção,Doutorado,14
2012,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física Médica,Graduação,4
2002,1,,,Engenharia de Produção,Mestrado,41
2002,1,,,Engenharia de Sistemas e Computação,Doutorado,22
2002,1,,,Engenharia de Sistemas e Computação,Mestrado,60
2002,1,,,Engenharia de Transportes,Doutorado,7
2002,1,,,Engenharia de Transportes,Mestrado,46
2002,1,,,Engenharia Elétrica,Doutorado,16
2002,1,,,Engenharia Elétrica,Mestrado,109
2013,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física Médica,Graduação,23
2014,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física Médica,Graduação,19
2014,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física Médica,Graduação,5
2002,1,,,Engenharia Mecânica,Doutorado,7
2015,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física Médica,Graduação,21
2002,1,,,Engenharia Mecânica,Mestrado,45
2016,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física Médica,Graduação,19
2002,1,,,Engenharia Metalúrgica e de Materiais,Doutorado,7
2002,1,,,Engenharia Metalúrgica e de Materiais,Mestrado,53
2016,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física Médica,Graduação,1
2002,1,,,Engenharia Nuclear,Doutorado,13
2002,1,,,Engenharia Nuclear,Mestrado,34
2002,1,,,Engenharia Oceânica,Doutorado,8
2002,1,,,Engenharia Oceânica,Mestrado,35
2002,1,,,Engenharia Química,Doutorado,21
2017,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física Médica,Graduação,20
2002,1,,,Engenharia Química,Mestrado,21
2018,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física Médica,Graduação,30
2018,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física Médica,Graduação,1
2002,1,,,Estatística,Doutorado,1
2019,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física Médica,Graduação,30
2002,1,,,Estatística,Mestrado,5
2020,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física Médica,Graduação,20
1962,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Fisico Tecnologo,Graduação,1
1968,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Fisico Tecnologo,Graduação,1
1969,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Fisico Tecnologo,Graduação,2
2002,1,,,Filosofia,Doutorado,11
1970,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Fisico Tecnologo,Graduação,1
2002,1,,,Filosofia,Mestrado,12
2002,1,,,Física,Doutorado,8
1971,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Fisico Tecnologo,Graduação,3
2002,1,,,Fisica,Mestrado,3
1972,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Fisico Tecnologo,Graduação,1
2002,1,,,Fisico-Quimica              ,Doutorado,2
2002,1,,,Fisico-Quimica           ,Mestrado,3
1994,2,Centro de Ciências da Saúde (CCS),Faculdade de Medicina – FM,Fisioterapia,Graduação,40
1995,1,Centro de Ciências da Saúde (CCS),Faculdade de Medicina – FM,Fisioterapia,Graduação,40
2002,1,,,Geografia,Doutorado,32
1995,2,Centro de Ciências da Saúde (CCS),Faculdade de Medicina – FM,Fisioterapia,Graduação,40
2002,1,,,Geografia,Mestrado,22
2002,1,,,Geologia,Doutorado,11
1996,1,Centro de Ciências da Saúde (CCS),Faculdade de Medicina – FM,Fisioterapia,Graduação,59
2002,1,,,Geologia,Mestrado,23
1997,1,Centro de Ciências da Saúde (CCS),Faculdade de Medicina – FM,Fisioterapia,Graduação,39
2002,1,,,Hematologia,Especialização,1
2002,1,,,Historia,Doutorado,10
1997,2,Centro de Ciências da Saúde (CCS),Faculdade de Medicina – FM,Fisioterapia,Graduação,39
2002,1,,,História,Mestrado,14
2002,1,,,História Comparada,Mestrado,19
2002,1,,,História das Ciênc e das Técn e Epistemologia,Doutorado,1
2002,1,,,História das Ciênc e das Técn e Epistemologia,Mestrado,5
2002,1,,,Informatica ,Doutorado,13
2002,1,,,Informática,Mestrado,60
2002,1,,,Interdisciplinar de Lingüística Aplicada,Mestrado,14
2002,1,,,Letras (Ciência da Literatura),Doutorado,9
2002,1,,,Letras (Ciência da Literatura),Mestrado,16
2002,1,,,Letras (Letras Clássicas),Doutorado,1
2002,1,,,Letras (Letras Clássicas),Mestrado,2
2002,1,,,Letras (Letras Vernáculas),Doutorado,17
2002,1,,,Letras (Letras Vernáculas),Mestrado,37
2002,1,,,Letras (Lingüística e Filologia),Mestrado,6
2002,1,,,Letras - Linguística e Filologia (Doutorado),Doutorado,7
2002,1,,,Letras Neolatinas,Doutorado,4
2002,1,,,Letras Neolatinas,Mestrado,10
1998,1,Centro de Ciências da Saúde (CCS),Faculdade de Medicina – FM,Fisioterapia,Graduação,42
1998,2,Centro de Ciências da Saúde (CCS),Faculdade de Medicina – FM,Fisioterapia,Graduação,44
1999,1,Centro de Ciências da Saúde (CCS),Faculdade de Medicina – FM,Fisioterapia,Graduação,49
2002,1,,,Licenciatura em Desenho e Plástica,Doutorado,1
1999,2,Centro de Ciências da Saúde (CCS),Faculdade de Medicina – FM,Fisioterapia,Graduação,41
2000,1,Centro de Ciências da Saúde (CCS),Faculdade de Medicina – FM,Fisioterapia,Graduação,42
2000,2,Centro de Ciências da Saúde (CCS),Faculdade de Medicina – FM,Fisioterapia,Graduação,42
2001,1,Centro de Ciências da Saúde (CCS),Faculdade de Medicina – FM,Fisioterapia,Graduação,43
2001,2,Centro de Ciências da Saúde (CCS),Faculdade de Medicina – FM,Fisioterapia,Graduação,47
2002,1,Centro de Ciências da Saúde (CCS),Faculdade de Medicina – FM,Fisioterapia,Graduação,40
2002,2,Centro de Ciências da Saúde (CCS),Faculdade de Medicina – FM,Fisioterapia,Graduação,45
2003,1,Centro de Ciências da Saúde (CCS),Faculdade de Medicina – FM,Fisioterapia,Graduação,42
2003,2,Centro de Ciências da Saúde (CCS),Faculdade de Medicina – FM,Fisioterapia,Graduação,43
